Identificador;ual_prov;ual_estr;ual_segm;al_ncues;gv_superficie_ha;gv_k1001;gv_k1002;gv_k1003;gv_trs;gv_trc;gv_tro;gv_znd;gv_tn;fact_exp_fin
02055001140930005;BOLÍVAR;01;14093;0005;7,05;10;6;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,2746994628151
02055001143780002;BOLÍVAR;01;14378;0002;12,1;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,66247360131414
02055201143930002;BOLÍVAR;01;14393;0002;14;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,78557192065451
02055401147060001;BOLÍVAR;01;14706;0001;32;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,87323308548225
02025001150380001;BOLÍVAR;01;15038;0001;16;7;1;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,73485401796906
02025001154750002;BOLÍVAR;01;15475;0002;20,5;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,97752826729096
02025001156650002;BOLÍVAR;01;15665;0002;5,56;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,261291664575
02025001156650004;BOLÍVAR;01;15665;0004;14;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,42304215814505
02025001157180001;BOLÍVAR;01;15718;0001;2,7;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,1422246479863
02025001157180003;BOLÍVAR;01;15718;0003;8,53;6;4;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,1530129184681
02025001157660002;BOLÍVAR;01;15766;0002;1,5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,6321570691298
02025001157660003;BOLÍVAR;01;15766;0003;,9;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,0274570332449
02025001157660008;BOLÍVAR;01;15766;0008;7;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,1462367926445
02025001163430005;BOLÍVAR;01;16343;0005;1;17;12;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,99113754868863
02025001163490004;BOLÍVAR;01;16349;0004;,78;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,0694585418975
02025001163490005;BOLÍVAR;01;16349;0005;1,36;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,9676688167766
02025001166120007;BOLÍVAR;01;16612;0007;1;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,8788607567478
02025001166130007;BOLÍVAR;01;16613;0007;1;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,40538824984919
02025001170040001;BOLÍVAR;01;17004;0001;70;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,67238388531257
02025001171340002;BOLÍVAR;01;17134;0002;45;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,24355386550703
02025003004510018;BOLÍVAR;03;00451;0018;1,3;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,14560015785527
02025003004710004;BOLÍVAR;03;00471;0004;6;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,9206130265505
02025003004710009;BOLÍVAR;03;00471;0009;5;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,0693653688576
02055104000270004;BOLÍVAR;04;00027;0004;39;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,45670552307582
02025004000420003;BOLÍVAR;04;00042;0003;40;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,94669439169657
02025004000420004;BOLÍVAR;04;00042;0004;45;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,95762833048024
02025004000420008;BOLÍVAR;04;00042;0008;50;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,68761444736546
02025004000420010;BOLÍVAR;04;00042;0010;45;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,74451226412279
02025064000991738;BOLÍVAR;64;00099;1738;30;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
03035301004000001;CAÑAR;01;00400;0001;1;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,803059541524
03035301004000003;CAÑAR;01;00400;0003;5,04;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,1940059489014
03035301007880001;CAÑAR;01;00788;0001;2,09;13; ;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;72,3896562726574
03035301007880002;CAÑAR;01;00788;0002;1,08;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,8337519646439
03035301010400003;CAÑAR;01;01040;0003;5,02;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,456978526194471
03035301010890005;CAÑAR;01;01089;0005;6,15;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,7545248975482
03035301011590002;CAÑAR;01;01159;0002;3,91;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,7029859339411
03035101014140001;CAÑAR;01;01414;0001;31,5;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,7804519156467
03035101020240001;CAÑAR;01;02024;0001;3,23;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,4289285483699
03075001020700002;CAÑAR;01;02070;0002;,46;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;521,338090647299
03075001024010003;CAÑAR;01;02401;0003;1,1;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,2638387208641
03075001024010004;CAÑAR;01;02401;0004;,13;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,3343953305227
03075001024010007;CAÑAR;01;02401;0007;,44;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,5794738754794
03075001024010008;CAÑAR;01;02401;0008;,49;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,3064585808165
03075001024010009;CAÑAR;01;02401;0009;,65;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,1838299595729
03075001024010010;CAÑAR;01;02401;0010;,56;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,2954020278067
03075001024010011;CAÑAR;01;02401;0011;,15;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,2591126450478
03075001024010013;CAÑAR;01;02401;0013;2,34;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,1711633492128
03075001024010015;CAÑAR;01;02401;0015;,43;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0889075770072
03075001024010017;CAÑAR;01;02401;0017;1,5;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,47814792801476
03075001024010018;CAÑAR;01;02401;0018;1;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,531225724603457
03036101029930001;CAÑAR;01;02993;0001;5,08;10;5;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,92966168577493
03036101029930003;CAÑAR;01;02993;0003;,94;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,3955635911679
03036101030530004;CAÑAR;01;03053;0004;13,52;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,7248709432357
03036101031820002;CAÑAR;01;03182;0002;,99;11;4;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,3057418904936
03036101031820004;CAÑAR;01;03182;0004;13,52;8;4;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,31762167149857
03036101031820008;CAÑAR;01;03182;0008;8,27;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,208242737686191
03036101031820009;CAÑAR;01;03182;0009;,82;8;3;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,8117132577317
03055001032710003;CAÑAR;01;03271;0003;,17;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,7065688164214
03055001032710005;CAÑAR;01;03271;0005;,52;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,6510695609991
03055001032710006;CAÑAR;01;03271;0006;1,65;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,4957198137138
03055001032710009;CAÑAR;01;03271;0009;4,36;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,88509830397191
03055001032710010;CAÑAR;01;03271;0010;6,23;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,24921657686099
03035701033250001;CAÑAR;01;03325;0001;4,5;7;3;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,875604211338
03035701033250003;CAÑAR;01;03325;0003;,55;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,9870740372627
03035701033250006;CAÑAR;01;03325;0006;4,75;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,1140929269718
03035401035220001;CAÑAR;01;03522;0001;15,8;11;3;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,9100734275539
03055001038070002;CAÑAR;01;03807;0002;2,6;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,7309252196856
03055001038070003;CAÑAR;01;03807;0003;5,37;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,0357830888545
03055001038070005;CAÑAR;01;03807;0005;3,01;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,83924202849687
03055001038070006;CAÑAR;01;03807;0006;4,75;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,745880474502473
03035001040520001;CAÑAR;01;04052;0001;55,47;15;3;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,4543669239938
03035601044830001;CAÑAR;01;04483;0001;1,59;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,3277725243975
03035601044830009;CAÑAR;01;04483;0009;3,26;5;4;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,5067310719259
03035601044830010;CAÑAR;01;04483;0010;,11;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;80,2224076714954
03035601044830012;CAÑAR;01;04483;0012;,11;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,5486628690058
03035601044830014;CAÑAR;01;04483;0014;1,09;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,37945865274905
03035601044830015;CAÑAR;01;04483;0015;,5;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,136350493751
03035601044840005;CAÑAR;01;04484;0005;8;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,45164352888279
03035601044840008;CAÑAR;01;04484;0008;,5;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,3103059320035
03035001047070001;CAÑAR;01;04707;0001;6,1;15;2;13;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,64438501408932
03035001047070003;CAÑAR;01;04707;0003;2,27;10; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,2661132543869
03035001047070005;CAÑAR;01;04707;0005;12,77;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,1430971115242
03035001047070006;CAÑAR;01;04707;0006;5,45;10;5;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,28474777058295
03035501048460007;CAÑAR;01;04846;0007;2,52;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,9385760962028
03035501048460010;CAÑAR;01;04846;0010;1,03;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,7945149464046
03035501048460013;CAÑAR;01;04846;0013;,07;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;206,76658077938
03035501048460014;CAÑAR;01;04846;0014;1,24;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,11807094634731
03035501048520001;CAÑAR;01;04852;0001;11,5;15;3;12;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,619591604938813
03015701050230001;CAÑAR;01;05023;0001;3,77;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,0013196592534
03035601052240001;CAÑAR;01;05224;0001;7;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;81,4660678106747
03015701053480003;CAÑAR;01;05348;0003;3,14;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,4647969436582
03035501054450004;CAÑAR;01;05445;0004;,18;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,3827951352573
03035501054450007;CAÑAR;01;05445;0007;1,52;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,8172692636942
03035501054450013;CAÑAR;01;05445;0013;4,63;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,8877909401509
03035501054450014;CAÑAR;01;05445;0014;3,03;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,6726083818326
03035501054890002;CAÑAR;01;05489;0002;3,03;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,84638824528683
03035501056160002;CAÑAR;01;05616;0002;6;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,34102709653069
03035501056230004;CAÑAR;01;05623;0004;4,02;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,50241593667471
03035501056230005;CAÑAR;01;05623;0005;13,14;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,940576914005947
03035501056250001;CAÑAR;01;05625;0001;4,29;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,604771934357
03035501056250002;CAÑAR;01;05625;0002;3,81;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,9339215346991
03035501056250004;CAÑAR;01;05625;0004;9,5;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,1325249922109
03035201056780002;CAÑAR;01;05678;0002;,11;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,475962866269
03035201056780008;CAÑAR;01;05678;0008;3,82;6; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,8680289566608
03035801060030002;CAÑAR;01;06003;0002;88,7;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,17950905748965
03035501061570004;CAÑAR;01;06157;0004;1;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,2507245334821
03035601062480002;CAÑAR;01;06248;0002;25,02;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,07563105364332
03025001064330005;CAÑAR;01;06433;0005;5,52;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,05802368710243
03015601064840001;CAÑAR;01;06484;0001;6,04;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,431870431159
03015601064840002;CAÑAR;01;06484;0002;9,53;5;3;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,2608157761816
03035501066570001;CAÑAR;01;06657;0001;10,32;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,7768276933174
03035501066570003;CAÑAR;01;06657;0003;3,52;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,2799581622814
03035501066670003;CAÑAR;01;06667;0003;14,02;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,574877119279
03016001068690004;CAÑAR;01;06869;0004;5,78;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,025142935834
03016001068690005;CAÑAR;01;06869;0005;1,35;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;84,6990508492805
03025401069870002;CAÑAR;01;06987;0002;7,02;7;4;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,9074096435174
03025001072200001;CAÑAR;01;07220;0001;16,69;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,8400985748125
03025001072200004;CAÑAR;01;07220;0004;5,02;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,7528529940915
03025401073130006;CAÑAR;01;07313;0006;1;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,8664631007557
03025401073130008;CAÑAR;01;07313;0008;,58;11;1;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;88,9996092944111
03025401073150003;CAÑAR;01;07315;0003;1,68;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,0057979406905
03025401073150006;CAÑAR;01;07315;0006;5,96;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,06834344964503
03025401073150008;CAÑAR;01;07315;0008;,43;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,1899379634599
03025401073150010;CAÑAR;01;07315;0010;2,56;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,4881767149848
03025001073470001;CAÑAR;01;07347;0001;1,98;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,4575659445385
03025001073470003;CAÑAR;01;07347;0003;14,82;4;2;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,82904971558426
03025001073470005;CAÑAR;01;07347;0005;3,68;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,0579232878197
03025101076380001;CAÑAR;01;07638;0001;18,2;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,382667744755
03025101076380002;CAÑAR;01;07638;0002;40;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,03707163745455
03025101077310002;CAÑAR;01;07731;0002;40,05;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,9654226975216
03015501079040003;CAÑAR;01;07904;0003;1,51;8;1;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,5267817180354
03015501079040005;CAÑAR;01;07904;0005;,61;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,0918210230783
03015101079610002;CAÑAR;01;07961;0002;4,55;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,336338695102
03065001080620001;CAÑAR;01;08062;0001;4,26;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,6397666847057
03065001081980001;CAÑAR;01;08198;0001;,94;6;1;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,0336732621808
03065001081980003;CAÑAR;01;08198;0003;6,88;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,1893875148253
03065001081980004;CAÑAR;01;08198;0004;,84;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,7247841865982
03065001082640002;CAÑAR;01;08264;0002;5,37;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,5821247824673
03065001082640003;CAÑAR;01;08264;0003;3,32;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,3399110015458
03015101082920002;CAÑAR;01;08292;0002;5,54;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,9761362992037
03015101082920004;CAÑAR;01;08292;0004;3,29;7; ;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0481247851535
03065001084280001;CAÑAR;01;08428;0001;2,87;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,6619152219413
03065001084280002;CAÑAR;01;08428;0002;3,67;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,6224793743483
03015801085720002;CAÑAR;01;08572;0002;,52;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;62,2420193638739
03015801085720005;CAÑAR;01;08572;0005;1,63;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,8358597537792
03065101086170001;CAÑAR;01;08617;0001;1,09;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,8097417726854
03065101086170002;CAÑAR;01;08617;0002;1,41;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,2025717689399
03065001086220001;CAÑAR;01;08622;0001;5,2;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,6022179234704
03065001086220002;CAÑAR;01;08622;0002;1,6;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,0538402390536
03065001086220005;CAÑAR;01;08622;0005;,81;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,7438719456422
03065001086220007;CAÑAR;01;08622;0007;1,98;6;2;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,2167632606558
03065001086220008;CAÑAR;01;08622;0008;,55;8; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0302345374678
03065001086220010;CAÑAR;01;08622;0010;,38;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,9348494112291
03065001086220011;CAÑAR;01;08622;0011;,96;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,2334143863362
03015801090330001;CAÑAR;01;09033;0001;1,82;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,9625659836448
03015801090330002;CAÑAR;01;09033;0002;1,68;9;2;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,2498027089903
03015801090330004;CAÑAR;01;09033;0004;1,45;12;4;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,6950930651611
03015801090330005;CAÑAR;01;09033;0005;3,04;5;2;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,5090701887916
03015801090330007;CAÑAR;01;09033;0007;1,24;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,2911064874845
03035703001230004;CAÑAR;03;00123;0004;41,86;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,7528334996639
03035703001230008;CAÑAR;03;00123;0008;32,12;4;1;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,0229488931655
03035703001230012;CAÑAR;03;00123;0012;8,27;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;41,3747539360152
03035703001230015;CAÑAR;03;00123;0015;17,29;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,0563694962134
03035403002270003;CAÑAR;03;00227;0003;14;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;93,381301543105
03035403002270004;CAÑAR;03;00227;0004;12;5; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;96,7372363436603
03035803002580003;CAÑAR;03;00258;0003;9,02;5;3;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,06253372426179
03035403003110002;CAÑAR;03;00311;0002;47,54;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,09642664248357
03035403003110004;CAÑAR;03;00311;0004;11;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;58,8327005292103
03035403003110005;CAÑAR;03;00311;0005;16,58;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,4333705079637
03035403003110008;CAÑAR;03;00311;0008;9,03;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,5592193711721
03035403003110015;CAÑAR;03;00311;0015;16,26;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,7490750572184
03035803003430001;CAÑAR;03;00343;0001;88,7;5;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1223958462761
03065003004620001;CAÑAR;03;00462;0001;5,04;3;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,9844697163897
03065003004620004;CAÑAR;03;00462;0004;13,01;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,90817144787203
03065003004620005;CAÑAR;03;00462;0005;1,01;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,5443588121305
03065003004620007;CAÑAR;03;00462;0007;3,57;6;3;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,9943704899689
03045061000993037;CAÑAR;61;00099;3037;260;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
04015001011170006;CARCHI;01;01117;0006;50;24;6;18;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,91013665460506
04015001017700001;CARCHI;01;01770;0001;35,1;80;5;75;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,02886433716709
04055201046710003;CARCHI;01;04671;0003;40;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,32806390794437
04035301049160001;CARCHI;01;04916;0001;212;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
04035301057840009;CARCHI;01;05784;0009;13,25;10;2;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,46193909595807
04035301057840010;CARCHI;01;05784;0010;2;2;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,8882882456837
04055401059940001;CARCHI;01;05994;0001;288;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,95748454703839
04025101078330001;CARCHI;01;07833;0001;13;30;10;20;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,5209768638049
04025201082530004;CARCHI;01;08253;0004;5,28;4; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3185393163861
04025201092670008;CARCHI;01;09267;0008;,33;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,5122453723866
04025501100230001;CARCHI;01;10023;0001;69;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,44900850753333
04045103001990032;CARCHI;03;00199;0032;31,02;9;4;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,84693866977864
04035361000992512;CARCHI;61;00099;2512;212;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
05075001029470004;COTOPAXI;01;02947;0004;4,5;3;2;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,58344355896167
05075001032190001;COTOPAXI;01;03219;0001;37,01;2;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,0501022761803
05075001033890001;COTOPAXI;01;03389;0001;,28;10;4;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1536770579159
05075001033890003;COTOPAXI;01;03389;0003;1,1;8;2;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,9544447300552
05075001033890006;COTOPAXI;01;03389;0006;,5;7;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,4297806221772
05015901037230006;COTOPAXI;01;03723;0006;,18;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,6319199133702
05015901037230007;COTOPAXI;01;03723;0007;,1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,6394254206032
05015901037230017;COTOPAXI;01;03723;0017;,1;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,4966865230716
05015901037230018;COTOPAXI;01;03723;0018;1,55;3; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,7593379437226
05015901037230020;COTOPAXI;01;03723;0020;,53;2; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;81,0601003293496
